* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
9595, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
9596, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9597, savanna, minecraft:savanna_plateau, MONSTER, iceandfire:troll, 40, 1, 3
9598, savanna, minecraft:savanna_plateau, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
9599, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
9600, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
9601, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
9602, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
9603, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
9604, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
9605, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
9606, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
9607, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9608, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
9609, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9610, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
9611, savanna, minecraft:savanna_plateau, MONSTER, more_critters:shriekbat, 10, 1, 1
9612, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9613, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
9614, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9615, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9616, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9617, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9618, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
9619, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
9620, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9621, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9622, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9623, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9624, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
9625, savanna, minecraft:savanna_plateau, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
9626, savanna, minecraft:savanna_plateau, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
9627, savanna, minecraft:savanna_plateau, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
9628, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
9629, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
9630, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
9631, savanna, minecraft:savanna_plateau, CREATURE, naturalist:bluejay, 10, 3, 4
9632, savanna, minecraft:savanna_plateau, CREATURE, naturalist:boar, 10, 3, 4
9633, savanna, minecraft:savanna_plateau, CREATURE, naturalist:canary, 10, 3, 4
9634, savanna, minecraft:savanna_plateau, CREATURE, naturalist:cardinal, 10, 3, 4
9635, savanna, minecraft:savanna_plateau, CREATURE, naturalist:elephant, 10, 1, 3
9636, savanna, minecraft:savanna_plateau, CREATURE, naturalist:finch, 10, 3, 4
9637, savanna, minecraft:savanna_plateau, CREATURE, naturalist:giraffe, 10, 1, 3
9638, savanna, minecraft:savanna_plateau, CREATURE, naturalist:hippo, 10, 1, 3
9639, savanna, minecraft:savanna_plateau, CREATURE, naturalist:lion, 10, 1, 3
9640, savanna, minecraft:savanna_plateau, CREATURE, naturalist:lizard, 10, 1, 1
9641, savanna, minecraft:savanna_plateau, CREATURE, naturalist:rhino, 10, 1, 3
9642, savanna, minecraft:savanna_plateau, CREATURE, naturalist:robin, 10, 3, 4
9643, savanna, minecraft:savanna_plateau, CREATURE, naturalist:snail, 10, 2, 3
9644, savanna, minecraft:savanna_plateau, CREATURE, naturalist:vulture, 10, 3, 5
9645, savanna, minecraft:savanna_plateau, CREATURE, naturalist:zebra, 10, 2, 6
9646, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 40, 7, 7
9647, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 30, 3, 5
9648, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
9649, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
9650, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
9651, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
9652, savanna, minecraft:savanna_plateau, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
9653, savanna, minecraft:savanna_plateau, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
9654, savanna, minecraft:savanna_plateau, CREATURE, iceandfire:hippogryph, 10, 1, 1
9655, savanna, minecraft:savanna_plateau, CREATURE, iceandfire:cockatrice, 10, 1, 2
9656, savanna, minecraft:savanna_plateau, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9657, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
9658, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
9659, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9660, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
9661, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
9662, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
9663, savanna, minecraft:savanna_plateau, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
9664, savanna, minecraft:savanna_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
9665, none, regions_unexplored:scorching_caves, MONSTER, minecraft:spider, 80, 4, 4
9666, none, regions_unexplored:scorching_caves, MONSTER, minecraft:zombie, 80, 4, 4
9667, none, regions_unexplored:scorching_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
9668, none, regions_unexplored:scorching_caves, MONSTER, minecraft:skeleton, 80, 4, 4
9669, none, regions_unexplored:scorching_caves, MONSTER, minecraft:creeper, 80, 4, 4
9670, none, regions_unexplored:scorching_caves, MONSTER, minecraft:slime, 80, 4, 4
9671, none, regions_unexplored:scorching_caves, MONSTER, minecraft:enderman, 5, 1, 4
9672, none, regions_unexplored:scorching_caves, MONSTER, minecraft:witch, 5, 1, 1
9673, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9674, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
9675, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
9676, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
9677, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
9678, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
9679, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
9680, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
9681, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
9682, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
9683, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
9684, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
9685, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
9686, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
9687, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
9688, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9689, none, regions_unexplored:scorching_caves, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
9690, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
9691, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
9692, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
9693, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
9694, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
9695, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
9696, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
9697, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
9698, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9699, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
9700, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9701, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
9702, none, regions_unexplored:scorching_caves, MONSTER, more_critters:shriekbat, 10, 1, 1
9703, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9704, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
9705, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9706, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9707, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9708, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9709, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
9710, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
9711, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9712, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9713, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9714, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9715, none, regions_unexplored:scorching_caves, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
9716, none, regions_unexplored:scorching_caves, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
9717, none, regions_unexplored:scorching_caves, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
9718, none, regions_unexplored:scorching_caves, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
9719, none, regions_unexplored:scorching_caves, CREATURE, naturalist:snail, 10, 2, 3
9720, none, regions_unexplored:scorching_caves, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
9721, none, regions_unexplored:scorching_caves, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9722, none, regions_unexplored:scorching_caves, AMBIENT, minecraft:bat, 10, 8, 8
9723, none, regions_unexplored:scorching_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
9724, none, regions_unexplored:scorching_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9725, none, regions_unexplored:scorching_caves, AMBIENT, golemoverhaul:coal_golem, 20, 3, 5
9726, none, regions_unexplored:scorching_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
9727, none, regions_unexplored:scorching_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
9728, none, regions_unexplored:scorching_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
9729, none, regions_unexplored:scorching_caves, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
9730, none, regions_unexplored:scorching_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
9731, none, blue_skies:searing_grassland, MONSTER, blue_skies:venom_spider, 10, 1, 1
9732, none, blue_skies:searing_grassland, MONSTER, blue_skies:emberback, 10, 1, 1
9733, none, blue_skies:searing_grassland, MONSTER, blue_skies:infested_swarmer, 10, 1, 1
9734, none, blue_skies:searing_grassland, CREATURE, blue_skies:cosmic_fox, 10, 1, 2
9735, none, blue_skies:searing_grassland, CREATURE, blue_skies:shade_monitor, 10, 2, 3
9736, none, blue_skies:searing_grassland, CREATURE, blue_skies:sliv, 10, 2, 3
9737, none, blue_skies:shaded_woodlands, MONSTER, blue_skies:venom_spider, 10, 1, 1
9738, none, blue_skies:shaded_woodlands, MONSTER, blue_skies:nyctofly, 10, 1, 1
9739, none, blue_skies:shaded_woodlands, MONSTER, blue_skies:infested_swarmer, 10, 1, 1
9740, none, blue_skies:shaded_woodlands, CREATURE, blue_skies:cosmic_fox, 10, 4, 4
9741, none, blue_skies:shaded_woodlands, CREATURE, blue_skies:shade_monitor, 10, 2, 3
9742, none, blue_skies:shaded_woodlands, AMBIENT, blue_skies:firefly, 10, 3, 5
9743, the_end, nullscape:shadowlands, MONSTER, minecraft:phantom, 10, 1, 1
9744, the_end, nullscape:shadowlands, MONSTER, minecraft:enderman, 5, 4, 4
9745, the_end, nullscape:shadowlands, MONSTER, alexsmobs:farseer, 30, 1, 1
9746, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
9747, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
9748, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
9749, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
9750, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
9751, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
9752, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
9753, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
9754, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
9755, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
9756, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
9757, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
9758, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9759, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
9760, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
9761, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
9762, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
9763, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
9764, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
9765, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
9766, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
9767, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9768, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
9769, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9770, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
9771, the_end, nullscape:shadowlands, MONSTER, more_critters:shriekbat, 10, 1, 1
9772, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9773, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
9774, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9775, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9776, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9777, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9778, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
9779, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
9780, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9781, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9782, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9783, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9784, the_end, nullscape:shadowlands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
9785, the_end, nullscape:shadowlands, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
9786, the_end, nullscape:shadowlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
9787, the_end, nullscape:shadowlands, CREATURE, alexsmobs:spectre, 10, 1, 2
9788, the_end, nullscape:shadowlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
9789, the_end, nullscape:shadowlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
9790, the_end, nullscape:shadowlands, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
9791, the_end, nullscape:shadowlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9792, the_end, nullscape:shadowlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
9793, the_end, nullscape:shadowlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
9794, the_end, nullscape:shadowlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
9795, the_end, nullscape:shadowlands, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
9796, none, regions_unexplored:shrubland, MONSTER, minecraft:spider, 80, 4, 4
9797, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie, 80, 4, 4
9798, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
9799, none, regions_unexplored:shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
9800, none, regions_unexplored:shrubland, MONSTER, minecraft:creeper, 80, 4, 4
9801, none, regions_unexplored:shrubland, MONSTER, minecraft:slime, 80, 4, 4
9802, none, regions_unexplored:shrubland, MONSTER, minecraft:enderman, 5, 1, 4
9803, none, regions_unexplored:shrubland, MONSTER, minecraft:witch, 5, 1, 1
9804, none, regions_unexplored:shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9805, none, regions_unexplored:shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
9806, none, regions_unexplored:shrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
9807, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
9808, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
9809, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
9810, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
9811, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
9812, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
9813, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
9814, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
9815, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
9816, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
9817, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
9818, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
9819, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9820, none, regions_unexplored:shrubland, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
9821, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
9822, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
9823, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
9824, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
9825, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
9826, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
9827, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
9828, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
9829, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9830, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
9831, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9832, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
9833, none, regions_unexplored:shrubland, MONSTER, more_critters:shriekbat, 10, 1, 1
9834, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9835, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
9836, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9837, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9838, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9839, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9840, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
9841, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
9842, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9843, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9844, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9845, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9846, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
9847, none, regions_unexplored:shrubland, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
9848, none, regions_unexplored:shrubland, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
9849, none, regions_unexplored:shrubland, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
9850, none, regions_unexplored:shrubland, CREATURE, minecraft:sheep, 12, 4, 4
9851, none, regions_unexplored:shrubland, CREATURE, minecraft:pig, 10, 4, 4
9852, none, regions_unexplored:shrubland, CREATURE, minecraft:chicken, 10, 4, 4
9853, none, regions_unexplored:shrubland, CREATURE, minecraft:cow, 10, 4, 4
9854, none, regions_unexplored:shrubland, CREATURE, minecraft:horse, 10, 2, 6
9855, none, regions_unexplored:shrubland, CREATURE, minecraft:donkey, 10, 1, 3
9856, none, regions_unexplored:shrubland, CREATURE, naturalist:butterfly, 10, 3, 6
9857, none, regions_unexplored:shrubland, CREATURE, naturalist:robin, 10, 3, 4
9858, none, regions_unexplored:shrubland, CREATURE, naturalist:snail, 10, 2, 3
9859, none, regions_unexplored:shrubland, CREATURE, naturalist:snake, 10, 1, 1
9860, none, regions_unexplored:shrubland, CREATURE, naturalist:sparrow, 10, 3, 4
9861, none, regions_unexplored:shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
9862, none, regions_unexplored:shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
9863, none, regions_unexplored:shrubland, CREATURE, alexsmobs:bison, 10, 6, 10
9864, none, regions_unexplored:shrubland, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
9865, none, regions_unexplored:shrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9866, none, regions_unexplored:shrubland, AMBIENT, minecraft:bat, 10, 8, 8
9867, none, regions_unexplored:shrubland, AMBIENT, naturalist:firefly, 10, 2, 4
9868, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
9869, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9870, none, regions_unexplored:shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
9871, none, regions_unexplored:shrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
